measurement;ID;ID2;date;d18O;x;y;SE_permill;SE_percent;OH;Distance_um
1;R;rim;15.09.2021;-4.0228323;-4714;5227;0.19;0.05;0.0321;1219.092285
2;R;BH-90928;15.09.2021;-5.157744;-4682;5240;0.18;0.17;0.033;1184.552658
3;R;BH-90928;15.09.2021;-5.642749;-4650;5253;0.16;0.09;0.0361;1150.013043
4;R;BH-90928;15.09.2021;-6.2829556;-4618;5266;0.16;0.08;0.0374;1115.473442
5;R;BH-90928;15.09.2021;-6.321756;-4586;5279;0.17;0.05;0.0375;1080.933856
6;R;BH-90928;15.09.2021;-6.6515594;-4554;5292;0.19;0.07;0.0375;1046.394285
7;R;BH-90928;15.09.2021;-6.1859546;-4522;5305;0.17;0.13;0.0385;1011.854733
8;R;BH-90928;15.09.2021;-5.2353448;-4490;5318;0.17;0.13;0.0357;977.3151999
9;R;BH-90928;15.09.2021;-4.2168343;-4458;5331;0.19;0.07;0.0356;942.7756891
10;R;BH-90928;15.09.2021;-5.2062445;-4426;5344;0.23;0.16;0.0388;908.2362028
11;R;BH-90928;15.09.2021;-5.5069476;-4394;5357;0.11;0.14;0.0411;873.6967437
12;R;BH-90928;15.09.2021;-6.1471542;-4362;5370;0.17;0.1;0.0403;839.1573154
13;R;BH-90928;15.09.2021;-5.3323458;-4330;5383;0.17;0.17;0.0397;804.6179217
14;R;BH-90928;15.09.2021;-6.5351582;-4298;5396;0.18;0.06;0.0416;770.0785674
15;R;BH-90928;15.09.2021;-7.1074641;-4266;5409;0.19;0.16;0.044;735.539258
16;R;BH-90928;15.09.2021;-6.4090569;-4234;5422;0.21;0.1;0.0418;701
17;R;BH-90928;15.09.2021;-7.3693668;-4202;5435;0.19;0.09;0.0474;666.4608015
18;R;BH-90928;15.09.2021;-6.7970609;-4170;5448;0.19;0.09;0.0401;631.9216724
19;R;BH-90928;15.09.2021;-7.7185704;-4138;5461;0.19;0.14;0.039;597.3826245
20;R;BH-90928;15.09.2021;-8.3102765;-4106;5474;0.15;0.09;0.0422;562.8436728
21;R;BH-90928;15.09.2021;-7.0880639;-4074;5487;0.16;0.17;0.0413;528.3048362
22;R;BH-90928;15.09.2021;-7.0298633;-4042;5500;0.2;0.1;0.0456;493.766139
23;R;BH-90928;15.09.2021;-9.7943918;-4010;5513;0.28;0.6;0.0883;459.2276124
24;R;BH-90928;15.09.2021;-5.448747;-3978;5526;0.17;0.16;0.0433;424.6892982
25;R;BH-90928;15.09.2021;-7.5245684;-3946;5539;0.17;0.05;0.0454;390.1512527
26;R;BH-90928;15.09.2021;-8.1550749;-3913;5552;0.16;0.15;0.0419;354.682957
27;R;BH-90928;15.09.2021;-11.2494068;-3880;5565;0.22;0.09;0.0459;319.2146613
28;R;BH-90928;15.09.2021;-8.552779;-3847;5578;0.22;0.16;0.0424;283.7463656
29;R;BH-90928;15.09.2021;-12.9663245;-3814;5591;0.18;1.21;0.0853;248.2780699
30;R;BH-90928;15.09.2021;-8.8049816;-3781;5604;0.22;0.08;0.0428;212.8097742
31;R;BH-90928;15.09.2021;-8.8146817;-3748;5617;0.16;0.21;0.043;177.3414785
32;R;BH-90928;15.09.2021;-8.3975774;-3715;5630;0.19;0.16;0.0418;141.8731828
33;R;BH-90928;15.09.2021;-8.7952815;-3682;5643;0.23;0.11;0.0466;106.4048871
34;R;BH-90928;15.09.2021;-9.0280839;-3649;5656;0.18;0.1;0.0453;70.9365914
35;R;BH-90928;15.09.2021;-9.2996867;-3616;5669;0.14;0.15;0.0422;35.4682957
36;R;core;15.09.2021;-9.2608863;-3583;5682;0.17;0.06;0.0403;0
1;S;rim;15.09.2021;-5.4390469;-4120;2974;0.17;0.22;0.0325;1430.65859
2;S;BH-90946;15.09.2021;-6.4866577;-4098;3002;0.21;0.05;0.0337;1395.04982
3;S;BH-90946;15.09.2021;-5.157744;-4076;3030;0.17;0.11;0.0344;1359.441062
4;S;BH-90946;15.09.2021;-5.9531522;-4054;3058;0.17;0.06;0.0365;1323.832316
5;S;BH-90946;15.09.2021;-4.3526357;-4032;3086;0.2;0.07;0.0337;1288.223583
6;S;BH-90946;15.09.2021;-6.1471542;-4010;3114;0.17;0.12;0.0331;1252.614865
7;S;BH-90946;15.09.2021;-6.0016527;-3988;3143;0.16;0.07;0.0335;1216.217497
8;S;BH-90946;15.09.2021;-5.2062445;-3966;3171;0.18;0.12;0.0353;1180.608741
9;S;BH-90946;15.09.2021;-4.4690369;-3944;3199;0.15;0.1;0.033;1145
10;S;BH-90946;15.09.2021;-5.5166477;-3922;3227;0.19;0.2;0.0326;1109.391275
11;S;BH-90946;15.09.2021;-6.0016527;-3900;3255;0.19;0.1;0.0352;1073.782566
12;S;BH-90946;15.09.2021;-5.545748;-3878;3284;0.2;0.11;0.0346;1037.385174
13;S;BH-90946;15.09.2021;-4.672739;-3856;3312;0.17;0.08;0.032;1001.776422
14;S;BH-90946;15.09.2021;-5.9822525;-3834;3340;0.17;0.09;0.0351;966.1676873
15;S;BH-90946;15.09.2021;-6.127754;-3812;3368;0.14;0.06;0.036;930.5589718
16;S;BH-90946;15.09.2021;-6.0113528;-3790;3397;0.17;0.11;0.0374;894.1616185
17;S;BH-90946;15.09.2021;-5.7591502;-3768;3425;0.23;0.13;0.0378;858.5528522
18;S;BH-90946;15.09.2021;-6.3702565;-3746;3453;0.15;0.07;0.0378;822.944105
19;S;BH-90946;15.09.2021;-5.0025424;-3724;3481;0.22;0.08;0.0361;787.3353796
20;S;BH-90946;15.09.2021;-4.8473408;-3702;3509;0.17;0.12;0.0408;751.7266791
21;S;BH-90946;15.09.2021;-5.642749;-3680;3538;0.21;0.11;0.0397;715.3292948
22;S;BH-90946;15.09.2021;-6.7194601;-3658;3566;0.18;0.25;0.0418;679.7205308
23;S;BH-90946;15.09.2021;-6.3896567;-3636;3594;0.22;0.16;0.041;644.1117915
24;S;BH-90946;15.09.2021;-6.8358613;-3614;3622;0.17;0.11;0.0423;608.5030813
25;S;BH-90946;15.09.2021;-6.9813628;-3592;3651;0.18;0.47;0.045;572.1057595
26;S;BH-90946;15.09.2021;-6.5254581;-3570;3679;0.16;0.12;0.0407;536.4969711
27;S;BH-90946;15.09.2021;-5.7882505;-3548;3707;0.17;0.09;0.0397;500.8882111
28;S;BH-90946;15.09.2021;-8.3781772;-3526;3735;0.15;0.12;0.041;465.2794859
29;S;BH-90946;15.09.2021;-8.8243818;-3504;3763;0.23;0.08;0.0418;429.6708042
30;S;BH-90946;15.09.2021;-8.3393768;-3482;3792;0.16;0.1;0.0412;393.2734418
31;S;BH-90946;15.09.2021;-7.1559646;-3460;3820;0.19;0.08;0.0419;357.6646474
32;S;BH-90946;15.09.2021;-8.4654781;-3438;3848;0.15;0.1;0.0418;322.0558958
33;S;BH-90946;15.09.2021;-9.4645884;-3416;3876;0.17;0.13;0.0408;286.4472028
34;S;BH-90946;15.09.2021;-8.6788803;-3394;3904;0.17;0.07;0.0368;250.8385935
35;S;BH-90946;15.09.2021;-9.7555914;-3372;3933;0.19;0.09;0.0373;214.4411341
36;S;BH-90946;15.09.2021;-9.0862845;-3350;3961;0.13;0.16;0.038;178.8323237
37;S;BH-90946;15.09.2021;-9.2802865;-3328;3989;0.17;0.14;0.0388;143.2236014
38;S;BH-90946;15.09.2021;-8.9019826;-3306;4017;0.17;0.12;0.0359;107.6150547
39;S;BH-90946;15.09.2021;-9.1056847;-3284;4046;0.2;0.16;0.0365;71.21797526
40;S;BH-90946;15.09.2021;-8.9116827;-3262;4074;0.16;0.18;0.0376;35.60898763
41;S;core;15.09.2021;-9.1250849;-3240;4102;0.17;0.19;0.0369;0
1;T;rim;15.09.2021;-4.2362345;-7168;508;0.21;0.06;0.0329;1460.263332
2;T;BH-90970;15.09.2021;-5.3808463;-7146;535;0.21;0.29;0.0391;1425.438178
3;T;BH-90970;15.09.2021;-5.6912495;-7124;562;0.17;0.13;0.0344;1390.613174
4;T;BH-90970;15.09.2021;-6.3314561;-7102;589;0.2;0.07;0.0368;1355.788332
5;T;BH-90970;15.09.2021;-4.5660379;-7080;616;0.21;0.12;0.0318;1320.963663
6;T;BH-90970;15.09.2021;-5.7300499;-7058;644;0.21;0.07;0.0338;1285.373487
7;T;BH-90970;15.09.2021;-5.8852515;-7036;671;0.18;0.14;0.0339;1250.549479
8;T;BH-90970;15.09.2021;-6.0210529;-7013;699;0.17;0.21;0.0347;1214.31668
9;T;BH-90970;15.09.2021;-3.8870309;-6990;726;0.18;0.13;0.0321;1178.849015
10;T;BH-90970;15.09.2021;-5.2450449;-6967;753;0.19;0.09;0.0329;1143.381389
11;T;BH-90970;15.09.2021;-6.0210529;-6944;781;0.18;0.2;0.0358;1107.14859
12;T;BH-90970;15.09.2021;-4.4593368;-6921;808;0.17;0.18;0.034;1071.680923
13;T;BH-90970;15.09.2021;-5.3905464;-6898;835;0.21;0.14;0.0371;1036.213299
14;T;BH-90970;15.09.2021;-5.6524491;-6875;863;0.18;0.08;0.0372;999.9804998
15;T;BH-90970;15.09.2021;-6.0501532;-6852;890;0.19;0.06;0.0401;964.5128304
16;T;BH-90970;15.09.2021;-6.0016527;-6829;917;0.19;0.07;0.04;929.0452088
17;T;BH-90970;15.09.2021;-6.4963578;-6806;945;0.23;0.04;0.0429;892.8124103
18;T;BH-90970;15.09.2021;-6.3411562;-6783;972;0.19;0.13;0.0407;857.3447381
19;T;BH-90970;15.09.2021;-4.0422325;-6760;999;0.18;0.07;0.0386;821.8771198
20;T;BH-90970;15.09.2021;-5.0219426;-6737;1027;0.11;0.2;0.0402;785.6443216
21;T;BH-90970;15.09.2021;-5.8076507;-6714;1054;0.19;0.13;0.041;750.1766459
22;T;BH-90970;15.09.2021;-6.5448583;-6691;1081;0.22;0.07;0.0428;714.7090317
23;T;BH-90970;15.09.2021;-6.0016527;-6668;1109;0.16;0.06;0.0415;678.4762339
24;T;BH-90970;15.09.2021;-7.7670709;-6645;1136;0.21;0.17;0.0476;643.0085536
25;T;BH-90970;15.09.2021;-7.2141652;-6622;1163;0.17;0.05;0.0416;607.5409451
26;T;BH-90970;15.09.2021;-6.4672575;-6599;1190;0.24;0.12;0.0443;572.0734219
27;T;BH-90970;15.09.2021;-6.4963578;-6576;1218;0.2;0.1;0.0418;535.8404613
28;T;BH-90970;15.09.2021;-8.2423758;-6553;1245;0.2;0.07;0.0443;500.372861
29;T;BH-90970;15.09.2021;-7.3208663;-6530;1273;0.21;0.1;0.0425;464.1400651
30;T;BH-90970;15.09.2021;-6.6903598;-6507;1300;0.21;0.09;0.0406;428.6723691
31;T;BH-90970;15.09.2021;-6.6709596;-6484;1327;0.17;0.13;0.0404;393.2047813
32;T;BH-90970;15.09.2021;-5.7688503;-6461;1355;0.22;0.09;0.0383;356.9719877
33;T;BH-90970;15.09.2021;-5.7203498;-6438;1382;0.16;0.17;0.0372;321.5042768
34;T;BH-90970;15.09.2021;-5.6718493;-6415;1409;0.22;0.13;0.0368;286.0367109
35;T;BH-90970;15.09.2021;NA;-6392;1437;0.26;0.39;0.0594;249.8039231
36;T;BH-90970;15.09.2021;-7.6894701;-6369;1464;0.15;0.14;0.0407;214.3361845
37;T;BH-90970;15.09.2021;-9.037784;-6346;1491;0.19;0.1;0.0412;178.8686669
38;T;BH-90970;15.09.2021;-8.843782;-6323;1519;0.17;0.13;0.0392;142.6359001
39;T;BH-90970;15.09.2021;-9.4354881;-6300;1546;0.19;0.18;0.0372;107.1680923
40;T;BH-90970;15.09.2021;-8.1550749;-6277;1573;0.2;0.08;0.0375;71.70076708
41;T;BH-90970;15.09.2021;-8.8243818;-6254;1601;0.18;0.22;0.0368;35.4682957
42;T;core;15.09.2021;-8.8243818;-6231;1628;0.19;0.2;0.0378;0
1;U;rim;15.09.2021;-4.2944351;-6354;-2320;0.26;0.29;0.0315;1766.253662
2;U;BH-90981;15.09.2021;-5.73975;-6348;-2286;0.2;0.17;0.0293;1731.733236
3;U;BH-90981;15.09.2021;-5.5263478;-6342;-2252;0.18;0.11;0.0302;1697.21301
4;U;BH-90981;15.09.2021;-7.0298633;-6336;-2218;0.16;0.06;0.0317;1662.692996
5;U;BH-90981;16.09.2021;-5.6621492;-6330;-2184;0.22;0.15;0.0319;1628.173209
6;U;BH-90981;16.09.2021;-6.321756;-6324;-2150;0.22;0.14;0.0302;1593.653664
7;U;BH-90981;16.09.2021;-3.8191302;-6318;-2116;0.12;0.04;0.0314;1559.134375
8;U;BH-90981;16.09.2021;-7.4372675;-6312;-2082;0.14;0.12;0.0284;1524.615361
9;U;BH-90981;16.09.2021;-8.4654781;-6306;-2048;0.18;0.17;0.0295;1490.096641
10;U;BH-90981;16.09.2021;-6.5642585;-6300;-2014;0.18;0.13;0.0294;1455.578236
11;U;BH-90981;16.09.2021;-7.67977;-6294;-1980;0.17;0.03;0.0298;1421.060168
12;U;BH-90981;16.09.2021;-6.8649616;-6288;-1946;0.19;0.18;0.0301;1386.542462
13;U;BH-90981;16.09.2021;-7.0395634;-6282;-1912;0.19;0.42;0.0317;1352.025148
14;U;BH-90981;16.09.2021;-7.5245684;-6276;-1878;0.15;0.25;0.0313;1317.508254
15;U;BH-90981;16.09.2021;-5.1286437;-6270;-1844;0.19;0.18;0.0314;1282.991816
16;U;BH-90981;16.09.2021;-6.1374541;-6264;-1810;0.19;0.21;0.0305;1248.475871
17;U;BH-90981;16.09.2021;-7.0298633;-6258;-1776;0.17;0.18;0.0316;1213.960461
18;U;BH-90981;16.09.2021;-5.545748;-6252;-1742;0.2;0.21;0.0342;1179.445632
19;U;BH-90981;16.09.2021;-7.3305664;-6246;-1708;0.18;0.03;0.0316;1144.931439
20;U;BH-90981;16.09.2021;-4.4884371;-6240;-1674;0.23;0.09;0.0334;1110.417939
21;U;BH-90981;16.09.2021;-5.7882505;-6234;-1640;0.18;0.19;0.0321;1075.9052
22;U;BH-90981;16.09.2021;-5.8949516;-6228;-1606;0.17;0.09;0.0314;1041.393297
23;U;BH-90981;16.09.2021;-5.7979506;-6221;-1572;0.21;0.17;0.0334;1006.680188
24;U;BH-90981;16.09.2021;-6.1374541;-6214;-1538;0.2;0.15;0.0346;971.9670776
25;U;BH-90981;16.09.2021;-5.9919526;-6207;-1504;0.18;0.24;0.0297;937.2539677
26;U;BH-90981;16.09.2021;-7.0589636;-6200;-1470;0.2;0.05;0.0328;902.5408578
27;U;BH-90981;16.09.2021;-5.3905464;-6193;-1436;0.17;0.06;0.0361;867.8277479
28;U;BH-90981;16.09.2021;-5.8270509;-6186;-1402;0.17;0.06;0.0349;833.114638
29;U;BH-90981;16.09.2021;-5.8464511;-6179;-1368;0.17;0.11;0.0333;798.4015281
30;U;BH-90981;16.09.2021;-6.1665544;-6172;-1334;0.22;0.09;0.0379;763.6884181
31;U;BH-90981;16.09.2021;-4.7406397;-6165;-1300;0.16;0.07;0.0357;728.9753082
32;U;BH-90981;16.09.2021;-6.3411562;-6158;-1266;0.15;0.14;0.0378;694.2621983
33;U;BH-90981;16.09.2021;-6.7873608;-6151;-1232;0.18;0.07;0.0369;659.5490884
34;U;BH-90981;16.09.2021;-7.0298633;-6144;-1198;0.15;0.11;0.0355;624.8359785
35;U;BH-90981;16.09.2021;-7.0880639;-6137;-1164;0.16;0.08;0.0365;590.1228686
36;U;BH-90981;16.09.2021;-6.6030589;-6130;-1130;0.15;0.1;0.0382;555.4097586
37;U;BH-90981;16.09.2021;-6.7291602;-6123;-1096;0.19;0.11;0.0381;520.6966487
38;U;BH-90981;16.09.2021;-6.7194601;-6116;-1062;0.21;0.08;0.0379;485.9835388
39;U;BH-90981;16.09.2021;-5.9531522;-6109;-1028;0.19;0.13;0.0372;451.2704289
40;U;BH-90981;16.09.2021;-4.7309396;-6102;-994;0.21;0.09;0.0379;416.557319
41;U;BH-90981;16.09.2021;-7.5245684;-6095;-960;0.26;0.19;0.0522;381.8442091
42;U;BH-90981;16.09.2021;-5.9143518;-6088;-926;0.19;0.09;0.0386;347.1310992
43;U;BH-90981;16.09.2021;-5.4584471;-6081;-892;0.19;0.08;0.0392;312.4179892
44;U;BH-90981;16.09.2021;-5.8076507;-6074;-858;0.18;0.09;0.0384;277.7048793
45;U;BH-90981;16.09.2021;-7.1074641;-6067;-824;0.16;0.14;0.0405;242.9917694
46;U;BH-90981;16.09.2021;-7.291766;-6060;-790;0.21;0.05;0.0395;208.2786595
47;U;BH-90981;16.09.2021;-8.0968743;-6053;-756;0.19;0.04;0.0417;173.5655496
48;U;BH-90981;16.09.2021;-9.0765844;-6046;-722;0.24;0.07;0.0431;138.8524397
49;U;BH-90981;16.09.2021;NA;-6039;-688;0.34;0.22;0.0436;104.1393297
50;U;BH-90981;16.09.2021;-5.9919526;-6032;-654;0.17;0.04;0.0381;69.42621983
51;U;BH-90981;16.09.2021;-6.4478573;-6025;-620;0.21;0.09;0.0382;34.71310992
52;U;core;16.09.2021;-6.0889536;-6018;-586;0.22;0.07;0.0366;0
1;V;rim;16.09.2021;-5.060743;-6696;-4134;0.23;0.2;0.034;1575.737288
2;V;BH-90997;16.09.2021;-7.0104631;-6665;-4117;0.19;0.11;0.0313;1540.387614
3;V;BH-90997;16.09.2021;-6.418757;-6634;-4100;0.2;0.17;0.0328;1505.038205
4;V;BH-90997;16.09.2021;-6.3896567;-6603;-4083;0.19;0.08;0.0357;1469.689083
5;V;BH-90997;16.09.2021;-5.0219426;-6572;-4066;0.18;0.06;0.0343;1434.340266
6;V;BH-90997;16.09.2021;-6.4769576;-6541;-4049;0.2;0.11;0.035;1398.99178
7;V;BH-90997;16.09.2021;-6.2829556;-6510;-4032;0.22;0.11;0.0322;1363.643648
8;V;BH-90997;16.09.2021;-6.9328623;-6479;-4015;0.18;0.1;0.0333;1328.295901
9;V;BH-90997;16.09.2021;-6.4866577;-6448;-3998;0.2;0.07;0.0357;1292.948568
10;V;BH-90997;16.09.2021;-4.1780339;-6417;-3981;0.16;0.07;0.0357;1257.601686
11;V;BH-90997;16.09.2021;-5.9822525;-6386;-3964;0.18;0.13;0.0346;1222.255292
12;V;BH-90997;16.09.2021;-5.6039486;-6355;-3946;0.21;0.06;0.0348;1186.408446
13;V;BH-90997;16.09.2021;-7.291766;-6324;-3928;0.2;0.05;0.034;1150.561602
14;V;BH-90997;16.09.2021;-9.1638853;-6293;-3910;0.18;0.15;0.0331;1114.714762
15;V;BH-90997;16.09.2021;-8.3199766;-6262;-3892;0.21;0.25;0.0364;1078.867925
16;V;BH-90997;16.09.2021;-7.0395634;-6231;-3874;0.18;0.2;0.038;1043.021093
17;V;BH-90997;16.09.2021;-7.5633688;-6200;-3856;0.25;0.18;0.037;1007.174265
18;V;BH-90997;16.09.2021;-8.1259746;-6169;-3838;0.17;0.07;0.0365;971.3274422
19;V;BH-90997;16.09.2021;-8.7952815;-6138;-3820;0.21;0.15;0.0372;935.4806251
20;V;BH-90997;16.09.2021;-8.5915794;-6107;-3802;0.17;0.16;0.0383;899.6338144
21;V;BH-90997;16.09.2021;-7.7670709;-6076;-3784;0.16;0.16;0.0377;863.7870108
22;V;BH-90997;16.09.2021;-8.0580739;-6045;-3766;0.18;0.16;0.0374;827.9402152
23;V;BH-90997;16.09.2021;-8.7661812;-6014;-3748;0.19;0.07;0.0374;792.0934288
24;V;BH-90997;16.09.2021;-6.8843618;-5983;-3730;0.21;0.08;0.0373;756.2466529
25;V;BH-90997;16.09.2021;-4.7115394;-5952;-3712;0.16;0.14;0.0372;720.399889
26;V;BH-90997;16.09.2021;-5.351746;-5921;-3694;0.21;0.17;0.0399;684.5531389
27;V;BH-90997;16.09.2021;-7.0589636;-5890;-3676;0.1;0.06;0.04;648.7064051
28;V;BH-90997;16.09.2021;-6.5254581;-5859;-3658;0.17;0.11;0.04;612.8596903
29;V;BH-90997;16.09.2021;-6.418757;-5828;-3640;0.19;0.1;0.0403;577.0129981
30;V;BH-90997;16.09.2021;-7.097764;-5797;-3622;0.14;0.08;0.0412;541.166333
31;V;BH-90997;16.09.2021;-6.9425624;-5766;-3604;0.18;0.1;0.0417;505.3197008
32;V;BH-90997;16.09.2021;-7.3790669;-5735;-3586;0.18;0.16;0.0411;469.4731089
33;V;BH-90997;16.09.2021;-8.4751782;-5704;-3568;0.19;0.12;0.0438;433.6265675
34;V;BH-90997;16.09.2021;-7.388767;-5673;-3550;0.23;0.13;0.0425;397.78009
35;V;BH-90997;16.09.2021;-8.0968743;-5642;-3532;0.21;0.06;0.0442;361.9336956
36;V;BH-90997;16.09.2021;-7.8349716;-5611;-3514;0.19;0.06;0.0433;326.0874116
37;V;BH-90997;16.09.2021;-8.2229756;-5580;-3496;0.21;0.07;0.0433;290.2412789
38;V;BH-90997;16.09.2021;-8.1744751;-5549;-3478;0.2;0.06;0.0424;254.3953616
39;V;BH-90997;16.09.2021;-8.0968743;-5518;-3460;0.15;0.15;0.0396;218.5497655
40;V;BH-90997;16.09.2021;-8.4848783;-5487;-3442;0.2;0.12;0.044;182.7046797
41;V;BH-90997;16.09.2021;-7.7961712;-5456;-3424;0.23;0.07;0.0423;146.860478
42;V;BH-90997;16.09.2021;-6.6709596;-5424;-3406;0.19;0.09;0.0431;110.1453585
43;V;BH-90997;16.09.2021;-7.8640719;-5392;-3388;0.19;0.05;0.0432;73.430239
44;V;BH-90997;16.09.2021;-8.4460779;-5360;-3370;0.26;0.03;0.0465;36.7151195
45;V;core;16.09.2021;-9.7264911;-5328;-3352;0.24;0.12;0.0445;0
1;W;rim;16.09.2021;-6.1859546;-1588;-5887;0.2;0.36;0.0321;1714.700265
2;W;BH-91013;16.09.2021;-4.9055414;-1623;-5886;0.2;0.19;0.0299;1679.685983
3;W;BH-91013;16.09.2021;-5.3905464;-1658;-5885;0.16;0.06;0.0295;1644.6717
4;W;BH-91013;16.09.2021;-6.2829556;-1693;-5884;0.18;0.15;0.0295;1609.657417
5;W;BH-91013;16.09.2021;-6.9716627;-1728;-5883;0.09;0.08;0.031;1574.643134
6;W;BH-91013;16.09.2021;-6.6903598;-1763;-5882;0.19;0.13;0.0321;1539.628851
7;W;BH-91013;16.09.2021;-6.7873608;-1798;-5881;0.16;0.1;0.0321;1504.614569
8;W;BH-91013;16.09.2021;-6.5836587;-1833;-5880;0.18;0.12;0.0318;1469.600286
9;W;BH-91013;16.09.2021;-6.030753;-1868;-5879;0.16;0.07;0.0329;1434.586003
10;W;BH-91013;16.09.2021;-5.4390469;-1903;-5878;0.15;0.09;0.0324;1399.57172
11;W;BH-91013;16.09.2021;-3.9549316;-1938;-5877;0.18;0.11;0.03;1364.557437
12;W;BH-91013;16.09.2021;-4.9734421;-1973;-5876;0.2;0.2;0.0347;1329.543155
13;W;BH-91013;16.09.2021;-4.7212395;-2008;-5875;0.16;0.17;0.0318;1294.528872
14;W;BH-91013;16.09.2021;-5.6912495;-2043;-5874;0.19;0.16;0.0319;1259.514589
15;W;BH-91013;16.09.2021;-5.73975;-2078;-5873;0.21;0.18;0.0305;1224.500306
16;W;BH-91013;16.09.2021;-7.1074641;-2113;-5872;0.16;0.13;0.0326;1189.486023
17;W;BH-91013;16.09.2021;-6.5351582;-2148;-5871;0.14;0.15;0.0314;1154.471741
18;W;BH-91013;16.09.2021;-6.5739586;-2183;-5870;0.21;0.16;0.0331;1119.457458
19;W;BH-91013;16.09.2021;-6.6806597;-2218;-5869;0.16;0.09;0.0328;1084.443175
20;W;BH-91013;16.09.2021;-8.1550749;-2253;-5868;0.24;0.13;0.0361;1049.428892
21;W;BH-91013;16.09.2021;-6.806761;-2288;-5867;0.17;0.08;0.0353;1014.41461
22;W;BH-91013;16.09.2021;-6.8746617;-2323;-5866;0.22;0.09;0.0341;979.4003267
23;W;BH-91013;16.09.2021;-5.4584471;-2358;-5865;0.18;0.06;0.032;944.3860439
24;W;BH-91013;16.09.2021;-4.8182405;-2393;-5864;0.17;0.09;0.0338;909.3717612
25;W;BH-91013;16.09.2021;-5.6912495;-2428;-5863;0.22;0.14;0.0344;874.3574784
26;W;BH-91013;16.09.2021;-5.7882505;-2463;-5862;0.2;0.11;0.0337;839.3431956
27;W;BH-91013;16.09.2021;-6.1956547;-2498;-5861;0.2;0.08;0.0341;804.3289128
28;W;BH-91013;16.09.2021;-6.8940619;-2533;-5860;0.14;0.05;0.0334;769.31463
29;W;BH-91013;16.09.2021;-6.9328623;-2568;-5859;0.16;0.15;0.034;734.3003473
30;W;BH-91013;16.09.2021;-7.7476707;-2603;-5858;0.17;0.22;0.0341;699.2860645
31;W;BH-91013;16.09.2021;-8.0774741;-2638;-5857;0.2;0.07;0.0347;664.2717817
32;W;BH-91013;16.09.2021;-8.9698833;-2673;-5856;0.15;0.23;0.0358;629.257499
33;W;BH-91013;16.09.2021;-8.3975774;-2708;-5855;0.18;0.06;0.0379;594.2432162
34;W;BH-91013;16.09.2021;-11.2882072;-2743;-5854;0.23;0.52;0.0683;559.2289334
35;W;BH-91013;16.09.2021;-8.1550749;-2778;-5853;0.26;0.07;0.0387;524.2146507
36;W;BH-91013;16.09.2021;-8.0386737;-2813;-5852;0.23;0.12;0.0379;489.2003679
37;W;BH-91013;16.09.2021;-8.3393768;-2848;-5851;0.19;0.08;0.0405;454.1860852
38;W;BH-91013;16.09.2021;-9.61979;-2883;-5850;0.17;0.68;0.0812;419.1718025
39;W;BH-91013;16.09.2021;-9.0668843;-2918;-5849;0.14;0.07;0.0414;384.1575198
40;W;BH-91013;16.09.2021;-12.0157147;-2953;-5848;0.2;1.08;0.0893;349.1432371
41;W;BH-91013;16.09.2021;-8.9698833;-2988;-5847;0.2;0.06;0.0386;314.1289544
42;W;BH-91013;16.09.2021;-9.3578873;-3023;-5846;0.19;0.11;0.037;279.1146718
43;W;BH-91013;16.09.2021;-9.61979;-3058;-5845;0.22;0.1;0.0375;244.1003892
44;W;BH-91013;16.09.2021;-9.716791;-3093;-5844;0.2;0.21;0.0372;209.0861067
45;W;BH-91013;16.09.2021;-9.134785;-3128;-5843;0.16;0.09;0.039;174.0718243
46;W;BH-91013;16.09.2021;-10.3569976;-3163;-5842;0.17;0.08;0.041;139.057542
47;W;BH-91013;16.09.2021;-9.5130889;-3198;-5841;0.2;0.12;0.041;104.0432602
48;W;BH-91013;16.09.2021;-9.8525924;-3233;-5840;0.17;0.04;0.0432;69.02897942
49;W;BH-91013;16.09.2021;-9.5324891;-3268;-5839;0.22;0.08;0.0419;34.0147027
50;W;core;16.09.2021;-9.0280839;-3302;-5838;0.19;0.06;0.0451;0
1;X;rim;16.09.2021;NA;1754;-7032;;0.05;0.1406;1532.019908
2;X;BH-91045;16.09.2021;-4.575738;1720;-7028;0.24;0.05;0.0325;1497.794712
3;X;BH-91045;16.09.2021;-5.5651482;1686;-7024;0.22;0.08;0.0331;1463.56995
4;X;BH-91045;16.09.2021;-6.2441552;1652;-7020;0.19;0.07;0.0324;1429.345654
5;X;BH-91045;16.09.2021;-7.4275674;1618;-7016;0.19;0.14;0.0325;1395.121858
6;X;BH-91045;16.09.2021;-6.4478573;1585;-7012;0.21;0.06;0.0322;1361.888395
7;X;BH-91045;16.09.2021;-6.7970609;1551;-7008;0.16;0.25;0.0323;1327.665621
8;X;BH-91045;16.09.2021;-7.9513728;1517;-7004;0.2;0.06;0.0328;1293.443466
9;X;BH-91045;16.09.2021;-6.2635554;1484;-7000;0.15;0.05;0.0334;1260.21149
10;X;BH-91045;16.09.2021;-5.5069476;1450;-6996;0.2;0.16;0.0339;1225.99062
11;X;BH-91045;16.09.2021;-6.1374541;1416;-6992;0.18;0.11;0.0353;1191.770532
12;X;BH-91045;16.09.2021;-6.6612595;1383;-6988;0.16;0.03;0.0352;1158.540461
13;X;BH-91045;16.09.2021;-6.903762;1349;-6983;0.17;0.14;0.0339;1124.174808
14;X;BH-91045;16.09.2021;-6.8552615;1315;-6978;0.21;0.06;0.0366;1089.809158
